car, image_link, price, description
Kia Sportage,https://im.mashina.kg/tachka/images//4/e/4/4e4286d08df5682e095fc789eca0bcdc_640x480.jpg,4 350 000 сом,"ВНИМАНИЕ!!! Для ознакомления на фото представлен KIA Sportage в максимальной комплектации Premium чёрного цвета. Наличие машин в данном или иных цветах уточняйте по телефону.

Двигатель 2.5л (194 л.с);
КПП - автоматическая 8 ступенчатая.


Дизайн абсолютно нового Kia Sportage бросает вызов сегменту кроссоверов. Атлетичные линии кузова формируют дерзкий и уверенный профиль. Эффектные футуристичные фары дополняют фирменную решетку радиатора и подчеркивают яркую эмоциональность стиля. Новый Kia Sportage – для тех, кто готов двигаться в поисках вдохновения.

Новый логотип
Подогрев и вентиляция передних сидений
Подогрев задних сидений
Виртуальная панель приборов и мультимедии
Выбор режимов движения Drive Mode
Система выбора режимов движения по различным покрытиям Terrain Mode Select
Панорамная крыша
Диски R19
2-х зонный климат контроль
Гарантия 3 года или 100.000 тысяч километров

KIA Motors - официальное представительство компании KIA в Кыргызстане.
Уважаемые Друзья, наш дилерский центр предоставляет несколько выгодных вариантов по покупке и обмену авто
•	Автокредитование новых и б/у автомобилей
Банки-партнёры (Халык, Демир, Бакай, Кыргызкоммерц)
•	Программы кредитования на новые авто:
Первоначальный внос от 20%
Срок кредита от 12 до 60 месяцев
Ставка от 22% годовых
•	Программы кредитования на б/у авто:
Первоначальный внос от 30%
Срок кредита от 12 до 60 месяцев
Ставка от 23% годовых

•	Trade-in (обмен Вашего авто на новый)
•	Выкуп авто (Отличный вариант для тех, кому очень быстро нужно реализовать свой автомобиль)
•	Автоподбор (Мы осуществим подбор авто исходя из ваших потребностей и пожеланий)  
Приглашаем посетить наш дилерский центр, познакомится с модельным рядом KIA и провести пробную поездку (тест-драйв), команда наших специалистов по продажам с огромным удовольствием поможет Вам сделать правильный выбор.
Ждем Вас каждый день с 8:30 до 20:00 по адресу г. Бишкек, ул. Жукеева-Пудовкина, 85/4
"
Kia Sportage,https://im.mashina.kg/tachka/images//2/3/3/2337df5a06cc763fe1aa05c879c3a8f4_640x480.jpg,4 263 000 сом,"ВНИМАНИЕ!!! Для ознакомления на фото представлен KIA Sportage в предмаксимальной комплектации Prestige темно-серого цвета. Наличие машин в данном или иных цветах уточняйте по телефону.

Двигатель 2.5л (194 л.с);
КПП - автоматическая 8 ступенчатая.

Дизайн абсолютно нового Kia Sportage бросает вызов сегменту кроссоверов. Атлетичные линии кузова формируют дерзкий и уверенный профиль. Эффектные футуристичные фары дополняют фирменную решетку радиатора и подчеркивают яркую эмоциональность стиля. Новый Kia Sportage – для тех, кто готов двигаться в поисках вдохновения.

Новый логотип
Подогрев передних сидений
Подогрев задних сидений
Виртуальная панель приборов и мультимедии
Выбор режимов движения Drive Mode
Система выбора режимов движения по различным покрытиям Terrain Mode Select
Люк
Диски R19
2-х зонный климат контроль
Гарантия 3 года или 100.000 тысяч километров

KIA Motors - официальное представительство компании KIA в Кыргызстане.
Уважаемые Друзья, наш дилерский центр предоставляет несколько выгодных вариантов по покупке и обмену авто
•	Автокредитование новых и б/у автомобилей
Банки-партнёры (Халык, Демир, Бакай, Кыргызкоммерц)
•	Программы кредитования на новые авто:
Первоначальный внос от 20%
Срок кредита от 12 до 60 месяцев
Ставка от 22% годовых
•	Программы кредитования на б/у авто:
Первоначальный внос от 30%
Срок кредита от 12 до 60 месяцев
Ставка от 23% годовых

•	Trade-in (обмен Вашего авто на новый)
•	Выкуп авто (Отличный вариант для тех, кому очень быстро нужно реализовать свой автомобиль)
•	Автоподбор (Мы осуществим подбор авто исходя из ваших потребностей и пожеланий)  
Приглашаем посетить наш дилерский центр, познакомится с модельным рядом KIA и провести пробную поездку (тест-драйв), команда наших специалистов по продажам с огромным удовольствием поможет Вам сделать правильный выбор.
Ждем Вас каждый день с 8:30 до 20:00 по адресу г. Бишкек, ул. Жукеева-Пудовкина, 85/4
"
Kia Sportage,https://im.mashina.kg/tachka/images//3/0/5/305bf2363a40c7eaad0c8bf81c725f19_640x480.jpg,4 263 000 сом,"ВНИМАНИЕ!!! Для ознакомления на фото представлен KIA Sportage в максимальной комплектации Premium Х Line зелного цвета. Наличие машин в данном или иных цветах уточняйте по телефону.

Двигатель 2.0л (150 л.с);
КПП - автоматическая 6 ступенчатая.

Дизайн абсолютно нового Kia Sportage бросает вызов сегменту кроссоверов. Атлетичные линии кузова формируют дерзкий и уверенный профиль. Эффектные футуристичные фары дополняют фирменную решетку радиатора и подчеркивают яркую эмоциональность стиля. Новый Kia Sportage – для тех, кто готов двигаться в поисках вдохновения.

Новый логотип
Подогрев передних сидений
Подогрев задних сидений
Виртуальная панель приборов и мультимедии
Люк
Диски R18
2-х зонный климат контроль
Гарантия 3 года или 100.000 тысяч километров

KIA Motors - официальное представительство компании KIA в Кыргызстане.
Уважаемые Друзья, наш дилерский центр предоставляет несколько выгодных вариантов по покупке и обмену авто
•	Автокредитование новых и б/у автомобилей
Банки-партнёры (Халык, Демир, Бакай, Кыргызкоммерц)
•	Программы кредитования на новые авто:
Первоначальный внос от 20%
Срок кредита от 12 до 60 месяцев
Ставка от 22% годовых
•	Программы кредитования на б/у авто:
Первоначальный внос от 30%
Срок кредита от 12 до 60 месяцев
Ставка от 23% годовых

•	Trade-in (обмен Вашего авто на новый)
•	Выкуп авто (Отличный вариант для тех, кому очень быстро нужно реализовать свой автомобиль)
•	Автоподбор (Мы осуществим подбор авто исходя из ваших потребностей и пожеланий)  
Приглашаем посетить наш дилерский центр, познакомится с модельным рядом KIA и провести пробную поездку (тест-драйв), команда наших специалистов по продажам с огромным удовольствием поможет Вам сделать правильный выбор.
Ждем Вас каждый день с 8:30 до 20:00 по адресу г. Бишкек, ул. Жукеева-Пудовкина, 85/4
"
Kia K5 III Седан,https://im.mashina.kg/tachka/images//8/b/8/8b890896146be042dc1f26eb09f5a218_640x480.jpg,4 002 000 сом,"Kia K5 открывает новую эпоху дизайна автомобилей Kia. В этом инновационном седане сочетаются динамика и комфорт, дополненные дерзким и уверенным профилем. Его элегантность считывается в пристальном внимании к деталям.

Элегантный силуэт кузова
Изящные светодиодные фары
Спортивный дизайн заднего бампера
18” легкосплавные диски
Новая платформа N3
8-ступенчатая автоматическая трансмиссия
Выбор режима движения
Исполнение GT Line
Беспроводная зарядка

Характеристики автомобиля:
- 2.5 GDI (Бензин)
- 194 л.с (246 Н*м)
- Разгон от 0 до 100 км/ч - 8,6 сек.

KIA Motors - официальное представительство компании KIA в Кыргызстане.
Уважаемые Друзья, наш дилерский центр предоставляет несколько выгодных вариантов по покупке и обмену авто
•	Автокредитование новых и б/у автомобилей
Банки-партнёры (Халык, Демир, Бакай, Кыргызкоммерц)
•	Программы кредитования на новые авто:
Первоначальный внос от 20%
Срок кредита от 12 до 60 месяцев
Ставка от 22% годовых
•	Программы кредитования на б/у авто:
Первоначальный внос от 30%
Срок кредита от 12 до 60 месяцев
Ставка от 23% годовых

•	Trade-in (обмен Вашего авто на новый)
•	Выкуп авто (Отличный вариант для тех, кому очень быстро нужно реализовать свой автомобиль)
•	Автоподбор (Мы осуществим подбор авто исходя из ваших потребностей и пожеланий)  
Приглашаем посетить наш дилерский центр, познакомится с модельным рядом KIA и провести пробную поездку (тест-драйв), команда наших специалистов по продажам с огромным удовольствием поможет Вам сделать правильный выбор.
Ждем Вас каждый день с 8:30 до 20:00 по адресу г. Бишкек, ул. Жукеева-Пудовкина, 85/4
"
Kia K5 III Седан,https://im.mashina.kg/tachka/images//9/2/e/92e6bb8bd024fb388100e09f9875722a_640x480.jpg,4 002 000 сом,"Kia K5 открывает новую эпоху дизайна автомобилей Kia. В этом инновационном седане сочетаются динамика и комфорт, дополненные дерзким и уверенным профилем. Его элегантность считывается в пристальном внимании к деталям.

Элегантный силуэт кузова
Изящные светодиодные фары
Спортивный дизайн заднего бампера
18” легкосплавные диски
Новая платформа N3
8-ступенчатая автоматическая трансмиссия
Выбор режима движения
Исполнение GT Line
Беспроводная зарядка

Характеристики автомобиля:
- 2.5 GDI (Бензин)
- 194 л.с (246 Н*м)
- Разгон от 0 до 100 км/ч - 8,6 сек.

KIA Motors - официальное представительство компании KIA в Кыргызстане.
Уважаемые Друзья, наш дилерский центр предоставляет несколько выгодных вариантов по покупке и обмену авто
•	Автокредитование новых и б/у автомобилей
Банки-партнёры (Халык, Демир, Бакай, Кыргызкоммерц)
•	Программы кредитования на новые авто:
Первоначальный внос от 20%
Срок кредита от 12 до 60 месяцев
Ставка от 22% годовых
•	Программы кредитования на б/у авто:
Первоначальный внос от 30%
Срок кредита от 12 до 60 месяцев
Ставка от 23% годовых

•	Trade-in (обмен Вашего авто на новый)
•	Выкуп авто (Отличный вариант для тех, кому очень быстро нужно реализовать свой автомобиль)
•	Автоподбор (Мы осуществим подбор авто исходя из ваших потребностей и пожеланий)  
Приглашаем посетить наш дилерский центр, познакомится с модельным рядом KIA и провести пробную поездку (тест-драйв), команда наших специалистов по продажам с огромным удовольствием поможет Вам сделать правильный выбор.
Ждем Вас каждый день с 8:30 до 20:00 по адресу г. Бишкек, ул. Жукеева-Пудовкина, 85/4
"
Kia Seltos,https://im.mashina.kg/tachka/images//d/8/2/d82baccc8c87e02d3be23e409fbc44cd_640x480.jpg,3 654 000 сом,"Притягивающий взгляды
За динамичным силуэтом компактного кроссовера с выразительными мускулистыми формами скрывается дружелюбный характер, в котором комфорт и техническая оснащенность соседствуют с азартом и драйвом. Новый Kia Seltos готов ответить на любой вызов.
Светодиодные фары
Cветодиодные задние фонари
Решетка радиатора
Окантовка заднего бампера
Рейлинги на крыше
Задний спойлер
Просторный и красивый салон сочетает в себе эргономику и продуманное оформление для всех, кого Вы возьмёте с собой в дорогу. А хорошо сбалансированная подвеска удивит вас сочетанием энергоёмкости и плавности хода.
Просторный салон
Эргономичный подлокотник
Управление климат-контролем
Пуск двигателя кнопкой и система бесключевого доступа
Камера заднего вида с динамическими линиями парковки
Вместительный багажник (468 л)
В расширенный пакет «Теплые опции» входят: подогрев передних и задних сидений, обогрев форсунок переднего стеклоомывателя, обогрев руля и электрообогрев лобового стекла, обогрев боковых зеркал.

KIA Motors - официальное представительство компании KIA в Кыргызстане.
Уважаемые Друзья, наш дилерский центр предоставляет несколько выгодных вариантов по покупке и обмену авто
•	Автокредитование новых и б/у автомобилей
Банки-партнёры (Халык, Демир, Бакай, Кыргызкоммерц)
•	Программы кредитования на новые авто:
Первоначальный внос от 20%
Срок кредита от 12 до 60 месяцев
Ставка от 22% годовых
•	Программы кредитования на б/у авто:
Первоначальный внос от 30%
Срок кредита от 12 до 60 месяцев
Ставка от 23% годовых

•	Trade-in (обмен Вашего авто на новый)
•	Выкуп авто (Отличный вариант для тех, кому очень быстро нужно реализовать свой автомобиль)
•	Автоподбор (Мы осуществим подбор авто исходя из ваших потребностей и пожеланий)  
Приглашаем посетить наш дилерский центр, познакомится с модельным рядом KIA и провести пробную поездку (тест-драйв), команда наших специалистов по продажам с огромным удовольствием поможет Вам сделать правильный выбор.
Ждем Вас каждый день с 8:30 до 20:00 по адресу г. Бишкек, ул. Жукеева-Пудовкина, 85/4
"
Kia XCeed,https://im.mashina.kg/tachka/images//8/7/1/8718d421d8c3776e31d5d401f11322da_640x480.jpg,3 436 500 сом,"Если вас вдохновляют новые впечатления, а выход за пределы привычного придает вам сил, ощутите все это с Kia XCeed!

Полностью цифровая приборная панель с 12,3-дюймовым дисплеем высокой четкости позволит вам получать всю необходимую информацию, не отвлекаясь от дороги.
10,25-дюймовый сенсорный экран
Дорожный просвет купе-кроссовера составляет 184 мм (с 18”колесами).
Багажник емкостью 426 л
Просторный салон
Складывающиеся задние сиденья
Электропривод задней дверцы
Подогрев рулевого колеса
Обогрев боковых зеркал
Обогрев лобового стекла и форсунок стеклоомывателя
Подогрев сидений


KIA Motors - официальное представительство компании KIA в Кыргызстане.
Уважаемые Друзья, наш дилерский центр предоставляет несколько выгодных вариантов по покупке и обмену авто
• Автокредитование новых и б/у автомобилей
Банки-партнёры (Халык, Демир, Бакай, Кыргызкоммерц)
• Программы кредитования на новые авто:
Первоначальный внос от 20%
Срок кредита от 12 до 60 месяцев
Ставка от 22% годовых
• Программы кредитования на б/у авто:
Первоначальный внос от 30%
Срок кредита от 12 до 60 месяцев
Ставка от 23% годовых

• Trade-in (обмен Вашего авто на новый)
• Выкуп авто (Отличный вариант для тех, кому очень быстро нужно реализовать свой автомобиль)
• Автоподбор (Мы осуществим подбор авто исходя из ваших потребностей и пожеланий)
Приглашаем посетить наш дилерский центр, познакомится с модельным рядом KIA и провести пробную поездку (тест-драйв), команда наших специалистов по продажам с огромным удовольствием поможет Вам сделать правильный выбор.
Ждем Вас каждый день с 8:30 до 20:00 по адресу г. Бишкек, ул. Жукеева-Пудовкина, 85/4"
Kia Ceed,https://im.mashina.kg/tachka/images//6/a/7/6a7eca90eed03cbfac6b748e3e2362e3_640x480.jpg,2 566 500 сом,"KIA Motors - официальное представительство компании KIA в Кыргызстане.
Уважаемые Друзья, наш дилерский центр предоставляет несколько выгодных вариантов по покупке и обмену авто
• Автокредитование новых и б/у автомобилей
Банки-партнёры (Халык, Демир, Бакай, Кыргызкоммерц)
• Программы кредитования на новые авто:
Первоначальный внос от 20%
Срок кредита от 12 до 60 месяцев
Ставка от 22% годовых
• Программы кредитования на б/у авто:
Первоначальный внос от 30%
Срок кредита от 12 до 60 месяцев
Ставка от 23% годовых

• Trade-in (обмен Вашего авто на новый)
• Выкуп авто (Отличный вариант для тех, кому очень быстро нужно реализовать свой автомобиль)
• Автоподбор (Мы осуществим подбор авто исходя из ваших потребностей и пожеланий)
Приглашаем посетить наш дилерский центр, познакомится с модельным рядом KIA и провести пробную поездку (тест-драйв), команда наших специалистов по продажам с огромным удовольствием поможет Вам сделать правильный выбор.
Ждем Вас каждый день с 8:30 до 20:00 по адресу г. Бишкек, ул. Жукеева-Пудовкина, 85/4
"
Kia K3,https://im.mashina.kg/tachka/images//d/3/2/d321aca618c636ca3dd6f1a903e73fd2_640x480.jpg,2 392 500 сом,"ВНИМАНИЕ! АВТОМОБИЛЬ ПОЛНОСТЬЮ ЭЛЕКТРИЧЕСКИЙ!

Kia K3 EV – компактный переднеприводный седан от одноименной автомобильной корпорации 2022 года выпуска. Электрическая машина создана на основе классического седана Kia K3, имя которого на постсоветском пространстве звучит как Kia Cerato.
Kia K3 EV по заверениям производителя, один полный заряд аккумулятора продержится 420 километров (согласно циклу NEDC). 
Данный автомобиль не является дешевым. Kia относит свой автомобиль к среднему ценовому сегменту, в котором данная машина является отличным представителем. Дизайн машины является не таким агрессивным, как его аналогичная модель, которая продается только на территории Китая, но все же некоторые нотки прослеживаются.
Изнутри автомобиль выглядит стильно и строго – ничего лишнего, только самое необходимое. В электрокаре присутствует цветной сенсорный дисплей панели приборов. Из дополнительных функций машины стоит упомянуть круиз-контроль, климат-контроль, а также голосовое управление, благодаря которому можно проводить настройку с помощью голоса.
Если у вас возникли какие-то вопросы насчёт автомобиля, или же вы хотите приобрести машину, позвоните нашим менеджерам и они с радостью вам помогут."
Chery Tiggo 7 Pro,https://im.mashina.kg/tachka/images//a/0/4/a04c423c0de03cf1c7f4c7cc978fdb15_640x480.jpg,2 616 188 сом,"Новый Chery Tiggo 7 PRO в наличие.

Гарантия: 5 лет или 150 000 км
Мощность: 147 л.с., CVT7
Расход топлива (смешанный): 7,3

Новый Chery Tiggo 4 PRO - обновленный модный городской кроссовер с узнаваемым индивидуальным стилем и характером.

Комплектация «Premium»:

Активная безопасность:

•	Антиблокировочная система
•	Антипробуксовочная система
•	Система курсовой устойчивости
•	Система контроля слепых зон
•	Система помощи при экстренном торможении
•	Система предотвращения столкновения
•	Датчик давления в шинах и температуры

Пассивная безопасность:

•	Подушки безопасности водителя
•	Подушки безопасности пассажира
•	Боковые передние подушки безопасности
•	Оконные шторки безопасности
•	Блокировка замков задних дверей
•	Система крепления детских автокресел

Противоугонная система:

•	Дистанционный запуск двигателя
•	Иммобилайзер
•	Центральный замок

Помощь при вождении:

•	Бортовой компьютер
•	Адаптивный круиз-контроль
•	Парктроник передний и задний
•	Камера 360°
•	Система помощи при старте в гору
•	Система управления дальним светом
•	Датчик света
•	Датчик дождя

Комфорт:

•	Усилитель руля
•	Запуск двигателя с кнопки
•	Система доступа без ключа
•	Регулировка руля
•	Электрорегулировка сиденья водителя с памятью положения
•	Электрорегулировка сиденья пассажира
•	Электростеклоподъемники передние и задние
•	Электропривод зеркал
•	Электропривод крышки багажника
•	Декоративное освещение салона

Управление климатом и обогрев:

•	Климат-контроль 2-зонный
•	Подогрев сидений водителя, пассажира и задних пассажиров
•	Подогрев руля
•	Обогрев зеркал
•	Обогрев лобового стекла
•	Обогрев форсунок стеклоомывателей

Мультимедиа и навигация:

•	Навигационная система
•	CD
•	USB
•	TV
•	Функция Apple CarPlay
•	Функция Android Auto
•	Голосовое управление
•	Bluetooth
•	Электронная приборная панель
•	Мультифункциональное рулевое колесо
•	Беспроводная зарядка для телефона
•	Розетка 12V

Салон и интерьер:

•	Кожаная обивка салона
•	Кожаный руль
•	Панорамная крыша
•	Третий задний подголовник
•	Передний центральный подлокотник

Экстерьер:

•	Размер дисков 18″
•	Рейлинги на крыше

Освещение:

•	Светодиодные фары
•	Противотуманные фары
•	Огни дневного хода

Комплектность:

•	Запасное колесо
•	Автомобильный набор

Трейд ин: Обмен старого автомобиля на новый автомобиль
"
Chery Tiggo 4 Pro,https://im.mashina.kg/tachka/images//6/4/a/64a2f5b88f6dd018aa5da34ca50ae51a_640x480.jpg,2 293 141 сом,"Новый Chery Tiggo 4 PRO в наличие.
Гарантия: 5 лет или 150 000 км
Мощность: 147 л.с., CVT7
Расход топлива (смешанный): 7,3

Новый Chery Tiggo 4 PRO - обновленный модный городской кроссовер с узнаваемым индивидуальным стилем и характером.

Функции:
- камера 360
- двухзонный кондиционер
- EPS / BAS / ESP / HAC / EBA / TCS / EPB / Autohold
- светодиодные фары
- беспроводная зарядка / 2 USB порта / 2 задних USB порта
- 4 динамика
- 10,25 дюймовый монитор
- дистанционное управление замком / дверью багажника
- эко режим
- двухзонный кондиционер
- Bluetooth подключение к мобильному телефону и разговору без рук
- бесключевой доступ
- размер колес R17
и тд.

Трейд ин: Обмен старого автомобиля на новый автомобиль
Вы можете выгодно сдать свой автомобиль нам и оплатить разницу, а также получить дополнительные услуги абсолютно бесплатно. 
"
Chery Tiggo 8 Pro,https://im.mashina.kg/tachka/images//3/4/b/34b0d5efe58223358f5a631bcf66a6fd_640x480.jpg,3 006 199 сом,"Новый Chery Tiggo 8 PRO с автосалона в наличие
Гарантия: 5 лет или 150 000 км
Мощность: 186 л.с.,
Расход топлива (смешанный): 7
Разгон до 100 км/ч, сек: 8.9
Безопасность (CNCAP): 5 звезд
Количество мест: 7
Максимальная скорость: 185 км/ч

Почувствуйте комфорт премиального уровня!
Рядный четырехцилиндровый двигатель, имеет 2 распределительных вала, 16 клапанов, двойную систему изменения фаз газораспределения (DVVT) прямой впрыск и турбину. Максимальная мощность - 136.5 кВт (186 л.с.) на 5500 об/мин, а максимум крутящего момента в 275 Нм мотор выдаёт в широком диапазоне 2000-4000 об/мин.

Функции:
- эко режим
- Электрический усилитель рулевого управления (EPS)
- Свободностоящая задняя подвеска (Suspension)
- Рулевое колесо с ручной 4-сторонней регулировкой (4 way steelwhell)
- EPB электронная парковка
- AUTOHOLD
- 2 подушки безопасности(передние)
- передняя боковая подушка безопасности (4 подушки безопасности)
- электронная противоугонная система двигателя ENGINE INMO
- камера кругового обзора (360)
- ABS (антиблокировочная система) / EBD (электронное распределение тормозного усилия) / Система помощи при торможении BAS / Система приоритета торможения BOS / Система контроля тормозного усилия ESP / TCS контроль тяги / EBA помощь при экстренном торможении / HAC вспомогательная система подъема / HDC вспомогательная система спуска / TPMS давления в шинах / Круиз контроль / BSD мониторинг слепых зон
- задержка выключения фар / Автоматические фары AUTO FRONT LAMP / LED дневные ходовые огни светодиодные ДХО / LED светодиодные / LED стоп-сигнал высокого положения светодиодный стоп-сигнал
- многофункциональное рулевое колесо
- 7 местный (2+3+2) сидений
- ткань сиденья из искусственной кожи
- сиденья водителя с регулировкой поясничного отдела (4 направления)
- электрообогрев сидений второго ряда
- двухзонный климат контроль
- Push-star / Ключ дистанционного управления PEPS
- панорамный люк
- электрообогрев наружных зеркал
- 8 динамиков
- беспроводная зарядка мобильного телефона
- функция отображения телефона (Mirror Link)
- 2 USB-порта в первом ряду / Второй ряд 1 USB-порт
- Электрообогрев форсунок стеклоочистителя / рулевого колеса / лобового стекла
и тд.

Трейд ин: Обмен старого автомобиля на новый автомобиль
Вы можете выгодно сдать свой автомобиль нам и оплатить разницу, а также получить дополнительные услуги абсолютно бесплатно. "
Chery Tiggo 8 Pro,https://im.mashina.kg/tachka/images//2/d/0/2d06d60f2c42635fed1708d295e374d5_640x480.jpg,3 006 199 сом,"Новый Chery Tiggo 8 PRO с автосалона в наличие
Гарантия: 5 лет или 150 000 км
Мощность: 186 л.с.,
Расход топлива (смешанный): 7
Разгон до 100 км/ч, сек: 8.9
Безопасность (CNCAP): 5 звезд
Количество мест: 7
Максимальная скорость: 185 км/ч

Почувствуйте комфорт премиального уровня!
Рядный четырехцилиндровый двигатель, имеет 2 распределительных вала, 16 клапанов, двойную систему изменения фаз газораспределения (DVVT) прямой впрыск и турбину. Максимальная мощность - 136.5 кВт (186 л.с.) на 5500 об/мин, а максимум крутящего момента в 275 Нм мотор выдаёт в широком диапазоне 2000-4000 об/мин.

Функции:
- эко режим
- Электрический усилитель рулевого управления (EPS)
- Свободностоящая задняя подвеска (Suspension)
- Рулевое колесо с ручной 4-сторонней регулировкой (4 way steelwhell)
- EPB электронная парковка
- AUTOHOLD
- 2 подушки безопасности(передние)
- передняя боковая подушка безопасности (4 подушки безопасности)
- электронная противоугонная система двигателя ENGINE INMO
- камера кругового обзора (360)
- ABS (антиблокировочная система) / EBD (электронное распределение тормозного усилия) / Система помощи при торможении BAS / Система приоритета торможения BOS / Система контроля тормозного усилия ESP / TCS контроль тяги / EBA помощь при экстренном торможении / HAC вспомогательная система подъема / HDC вспомогательная система спуска / TPMS давления в шинах / Круиз контроль / BSD мониторинг слепых зон
- задержка выключения фар / Автоматические фары AUTO FRONT LAMP / LED дневные ходовые огни светодиодные ДХО / LED светодиодные / LED стоп-сигнал высокого положения светодиодный стоп-сигнал
- многофункциональное рулевое колесо
- 7 местный (2+3+2) сидений
- ткань сиденья из искусственной кожи
- сиденья водителя с регулировкой поясничного отдела (4 направления)
- электрообогрев сидений второго ряда
- двухзонный климат контроль
- Push-star / Ключ дистанционного управления PEPS
- панорамный люк
- электрообогрев наружных зеркал
- 8 динамиков
- беспроводная зарядка мобильного телефона
- функция отображения телефона (Mirror Link)
- 2 USB-порта в первом ряду / Второй ряд 1 USB-порт
- Электрообогрев форсунок стеклоочистителя / рулевого колеса / лобового стекла
и тд.

Трейд ин: Обмен старого автомобиля на новый автомобиль
Вы можете выгодно сдать свой автомобиль нам и оплатить разницу, а также получить дополнительные услуги абсолютно бесплатно. "
